ID,R_DATE,C_NUM,Q_NUM,DIFFICULTY,Q_TYPE,SOURCE,SOURCE_TYPE,S_CAT,CAT,QUESTION,A1,A2,A3,A4,IMAGE_FILE
82,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MOVIES: MUSIC TITLES,TRUE OF FALSE? PAT BENATAR MADE AN APPEARANCE IN THE FILM NEW JACK CITY.,TRUE,FALSE+,,,
83,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GROUP NAME,TRUE OF FALSE? ROXETTE WHO GAVE US THE SONG JOYRIDE IS FROM FINLAND.,TRUE,FALSE+,,,
84,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,TRUE OF FALSE? RUBIES AND RUST WAS A HIT SONG FOR JOAN BAEZ.,TRUE,FALSE+,,,
85,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? THE AVERAGE WHITE BAND, WHO HAD A #1 HIT WITH PICK UP THE PIECES WAS FROM ENGLAND.",TRUE,FALSE+,,,
86,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GROUP NAME,TRUE OF FALSE? THE BEATLES WERE ONCE KNOW AS JOHNNY & THE MOONDOGS.,TRUE+,FALSE,,,
87,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,TRUE OF FALSE? THE BEE GEES HAD MORE CHART TOPPERS THAN THE BEACH BOYS.,TRUE+,FALSE,,,
88,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: SONG TITLE,"TRUE OF FALSE? THE DANISH GROUP, AGUA PERFORMED THE SONG BARBIE GIRL.",TRUE,FALSE+,,,
89,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: ALBUM TITLE,TRUE OF FALSE? THE EMANCIPATION OF MIMI IS A MARIAH CAREY ALBUM TITLE.,TRUE+,FALSE,,,
90,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GROUP NAME,TRUE OF FALSE? THE ORIGINAL NAME OF THE BEASTIE BOYS WAS THE ESQUIRES?,TRUE,FALSE+,,,
161,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: GENERAL,"TRUE OR FALSE? WILD CHERRY WAS THE NAME OF THE ONE-HIT-WONDER BAND RESPONSIBLE FOR THE SMASH HIT ""PLAY THAT FUNKY MUSIC"".",TRUE+,FALSE,,,
162,,,,,TRUE OR FALSE,ROAD TRIP QUIZWIT - POP TUNES,BOARD GAME,MUSIC,MUSIC: WHAT YEAR,"TRUE OR FALSE? WILL SMITH WAS ""GETTING' JIGGY WIT IT"" IN 1998.",TRUE+,FALSE,,,
77270,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,"A HOUSEPET DURING THE MING DYNASTY WAS THIS LHASA APSO RELATIVE, WHOSE NAME IS CHINESE FOR ""LION""",SHIH TZU,,,,
77271,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,IN 1368 THE MING DYNASTY REPLACED THIS ONE FOUNDED BY KUBLAI KHAN,YUAN (MONGOL),,,,
77272,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,"IN 1421, THE EMPEROR YUNG-LO GOT GUNG-HO AND MOVED THE CAPITAL TO THIS CITY WHERE HE BUILT AN IMPERIAL PALACE",PEKING/BEIJING,,,,
77273,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,"ITS USE AS A DEFENSIVE BARRIER FELL WITH THE FALL OF THE MING DYNASTY, AND IT FELL INTO DISREPAIR",GREAT WALL OF CHINA,,,,
77274,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: THE MING DYNASTY,THE FOLDING TYPE OF THIS COOLING DEVICE BECAME ACCEPTED IN CHINA DURING THE MING DYNASTY,FAN,,,,
77275,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"""SIX CHARACTERS IN SEARCH OF AN AUTHOR"" WAS WRITTEN IN THIS LANGUAGE",ITALIAN,,,,
77276,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"STRINDBERG SET ""MISS JULIE"" IN THE KITCHEN OF A MANOR HOUSE IN THIS, HIS NATIVE COUNTRY",SWEDEN,,,,
77277,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"THE GREAT ""DIONYSIA"" WAS THIS ANCIENT CIVILIZATION'S MOST IMPORTANT DRAMA FESTIVAL",GREECE,,,,
77278,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,THE WILLIAM INGE PLAY IN WHICH LOLA DREAMS THAT HER LITTLE WHITE PUPPY IS NEVER COMING BACK,"COME BACK, LITTLE SHEBA",,,,
77279,11/19/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: THEATRE,"THIS ACTING TEACHER WAS THE ARTISTIC DIRECTOR OF NEW YORK CITY'S ACTORS STUDIO FROM 1948 UNTIL 1982, THE YEAR HE DIED",LEE STRASBERG,,,,
77280,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"FROM ARABIC FOR ""OLD MAN"", IT'S THE LEADER OF AN ARAB FAMILY, TRIBE, OR VILLAGE",SHEIK,,,,
77281,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"THE NAME OF THIS MILITARY HORN COMES FROM THE LATIN FOR ""YOUNG OX"" SINCE THE FIRST ONES WERE OX HORNS",BUGLE,,,,
77282,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,THE NAME OF THIS SMALL METAL FINGERCAP IS DERIVED FROM AN OLD ENGLISH WORD FOR THUMB,THIMBLE,,,,
77283,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"THIS MAMMAL'S NAME COMES FROM THE CORRUPTION OF A FRENCH PHRASE WHICH MEANT ""PHONY PIG""",PORCUPINE,,,,
77284,11/19/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: WORD ORIGINS,"THIS TERM FOR A PERSON WHO BOWLS IS DERIVED FROM THE GERMAN WORD FOR ""BOWLING PIN""",KEGLER,,,,
77285,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""","""SPIKE"" SPORT (10)",VOLLEYBALL,,,,
77286,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""","A ""MATURE"" ACTOR (6)",VICTOR,,,,
77287,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""",CELLAR ITEM SELLER (7),VINTNER,,,,
77289,11/20/1992,,,,JEOPARDY,JEOPARDY,,,"JEOPARDY: CROSSWORD CLUES ""V""","THE LORD SAID ""IT"" WAS HIS (9)",VENGEANCE,,,,
77290,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"BROMDEN, A HALF-INDIAN WHO HAS SHUT OUT SOCIETY BY PRETENDING TO BE DEAF & MUTE, NARRATES THIS KEN KESEY NOVEL",ONE FLEW OVER THE CUCKOO'S NEST,,,,
77291,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"HE'S THE TITLE CHARACTER IN ""DEATH OF A SALESMAN""",WILLY LOMAN,,,,
77292,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"IN A NOVEL BY MURIEL SPARK, SHE DEVOTES HER ""PRIME"" YEARS TO TEACHING AT A GIRLS' SCHOOL",MISS JEAN BRODIE,,,,
77293,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"THIS 1906 UPTON SINCLAIR NOVEL CENTERS ON JURGIS RUDKUS, A WORKER IN THE CHICAGO STOCKYARDS",THE JUNGLE,,,,
77294,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: FICTIONAL CHARACTERS,"THIS ECCENTRIC OLD LADY IN ""GREAT EXPECTATIONS"" DIES AFTER HER WEDDING GOWN CATCHES FIRE",MISS HAVISHAM,,,,
77295,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,A MATURA DIAMOND IS ACTUALLY A VARIETY OF THIS MINERAL THAT'S USED AS A DIAMOND SUBSTITUTE,ZIRCON,,,,
77296,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,"AFTER EMERALD, THIS BLUE-GREEN GEM IS THE MOST HIGHLY PRIZED OF THE BERYLS",AQUAMARINE,,,,
77297,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,"RESEMBLING TOPAZ, THIS QUARTZ GEM DERIVES IT'S NAME FROM ITS LEMON-YELLOW COLOR",CITRINE,,,,
77298,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,THE HARLEQUIN TYPE OF THIS GEM IS CHARACTERIZED BY ANGULAR PATCHES OF FIRE,OPAL,,,,
77299,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: GEMS,"WHEN THEY'VE GROWN ATTACHED TO AN OYSTER OR MUSSEL SHELL, THESE GEMS ARE CALLED BLISTERS",PEARLS,,,,
77300,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,IN 1720 THE DUKE OF SAVOY CEDED SICILY TO AUSTRIA & RECEIVED THIS ISLAND IN EXCHANGE,SARDINIA,,,,
77301,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,IN 1949 ITALY BECAME A FOUNDING MEMBER OF THIS WESTERN MILITARY ALLIANCE,NATO,,,,
77302,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,"IN OCTOBER 1922, HE BECAME THE YOUNGEST PRIME MINISTER IN ITALY'S HISTORY",MUSSOLINI,,,,
77303,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,"IN THE 1860 TREATY OF TURIN, THIS KING GRANTED THE CITY OF NICE TO FRANCE",VICTOR EMMANUEL,,,,
77304,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: ITALIAN HISTORY,IN THE EARLY 1850S THIS MILITARY HERO WORKED AS A CANDLEMAKER ON STATEN ISLAND,GARIBALDI,,,,
77305,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"""LOST IN THE STARS"" IS A MUSICAL VERSION OF ALAN PATON'S ""CRY, THE BELOVED COUNTRY"", SET HERE",SOUTH AFRICA,,,,
77306,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,ANDERSON DRAMATIZED THIS WILLIAM MARCH NOVEL ABOUT A GROTESQUELY EVIL LITTLE GIRL,THE BAD SEED,,,,
77307,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"HIS 1935 PLAY ""WINTERSET"" WAS INSPIRED BY THESE 2 ANARCHISTS TRIED FOR ROBBERY & MURDER IN THE 1920S",SACCO & VANZETTI,,,,
77308,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"IT COMPLETES THE TITLE OF HIS FIRST SUCCESS, AN ANTI-WAR DRAMA, ""WHAT PRICE...""",GLORY,,,,
77309,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: MAXWELL ANDERSON,"THIS QUEEN WAS THE ANNE IN ANDERSON'S 1948 ""ANNE OF THE THOUSAND DAYS""",ANNE BOLEYN,,,,
77310,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,FAIRY TALES BY THE GRIMMS AND OTHERS WERE ADAPTED FOR THIS STEPHEN SONDHEIM MUSICAL,INTO THE WOODS,,,,
77311,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"THE WORKING TITLE OF THIS MUSICAL WAS ""WELCOME TO BERLIN""",CABARET,,,,
77312,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"THIS MUSICAL ABOUT MARRIED LIFE IS AN ADAPTATION OF ""THE FOUR-POSTER""","I DO, I DO",,,,
77313,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"THIS MUSICAL OPENS WITH THE SONG ""THERE'S A SUCKER BORN EVERY MINUTE""",BARNUM,,,,
77314,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: MUSICAL THEATRE,"YUL BRYNNER PLAYED THE MONARCH IN THIS MUSICAL 4,625 TIMES",THE KING AND I,,,,
77315,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,IN 1861 THIS SOCIAL REFORMER WAS APPOINTED UNION SUPERINTENDENT OF NURSES AT AGE 59,DOROTHEA DIX,,,,
77316,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"IN DECEMBER, 1864, THE RANK OF VICE-ADMIRAL WAS CREATED FOR THIS HERO OF MOBILE BAY",DAVID FARRAGUT,,,,
77317,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"ON APRIL 14, 1865, GENERAL ROBERT ANDERSON RAISED THE SAME FLAG HE'D LOWERED OVER THIS PORT FOUR YEARS BEFORE",FORT SUMTER,,,,
77318,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"ON APRIL 9, 1865, HE TOLD HIS TROOPS, ""I HAVE DONE MY BEST FOR YOU; MY HEART IS TOO FULL TO SAY MORE""",ROBERT E. LEE,,,,
77319,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: NORTH & SOUTH,"ON NOVEMBER 7, 1862, AMBROSE BURNSIDE REPLACED HIM AS COMMANDER OF THE ARMY OF THE POTOMAC",MCCLELLAN,,,,
77320,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,ALMOST ALL U.S. NUCLEAR REACTORS USE THIS LIQUID AS A COOLANT,WATER,,,,
77321,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,FUSION REACTIONS OCCUR IN THIS SUPERHOT GAS MADE UP OF FREE ELECTRONS & FREE NUCLEI,THE PLASMA,,,,
77322,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,IN 1957 THE U.N. SET UP THE INTERNATIONAL ATOMIC ENERGY AGENCY IN THIS AUSTRIAN CAPITAL,VIENNA,,,,
77323,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,"THE FIRST UNDERWATER ATOMIC EXPLOSION TOOK PLACE ON JULY 25, 1946 OFF THIS PACIFIC ATOLL",BIKINI,,,,
77324,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: NUCLEAR ENERGY,THIS ISOTOPE OF URANIUM IS THE ONE USED AS FUEL BY ALMOST ALL NUCLEAR REACTORS,U-235,,,,
77325,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,1 OF 3 WOMEN ELECTED GOVERNOR IN 1990,"(1 OF) ANN RICHARDS (OF TEXAS), BARBARA ROBERTS (OF OREGON) OR JOAN FINNEY (OF KANSAS)",,,,
77326,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,FROM 1955-1961 THIS TEXAN WAS THE SENATE MAJORITY LEADER,(LYNDON) JOHNSON,,,,
77327,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,"IN 1984 THIS DEMOCRAT WON ELECTION TO THE U.S. SENATE FROM TENNESSEE, SUCCEEDING HOWARD BAKER",(ALBERT) GORE (JR.),,,,
77328,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,THIS HUD SECRETARY WAS PRESIDENT OF THE AFL PLAYERS ASSOCIATION FROM 1965-1970,(JACK) KEMP,,,,
77329,11/20/1992,,,,DOUBLE JEOPARDY,JEOPARDY,,,JEOPARDY: POLITICIANS,"THIS SENATOR FROM WISCONSIN WHO FOUNDED THE PROGRESSIVE MOVEMENT WAS NICKNAMED ""BATTLIN' BOB""",BOB LA FOLLETTE,,,,
77330,11/20/1992,,,,FINAL JEOPARDY,JEOPARDY,,,JEOPARDY: PRESIDENTS' HOMES,THE EXTERIOR OF THE GOVERNOR'S MANSION IN FLORIDA IS MODELED AFTER THE HOME OF THIS PRESIDENT,ANDREW JACKSON,,,,
77331,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: SIGNS & SIGNALS,"IN THIS GAME, A TUG ON THE EAR MEANS ""SOUNDS LIKE"", AND A TOUCH ON THE NOSE: ""YOU'RE RIGHT""",CHARADES,,,,
77332,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: SIGNS & SIGNALS,IT'S WAVED TO INDICATE A TRUCE OR SURRENDER,WHITE FLAG,,,,
77333,11/20/1992,,,,JEOPARDY,JEOPARDY,,,JEOPARDY: SIGNS & SIGNALS,THE RINGING OF THE CHURCH BELLS ON THIS HOLIDAY IN 1572 WAS THE SIGNAL TO MASSACRE HUGUENOTS,ST. BARTHOLOMEW'S DAY,,,,
